description,Degree,School,School2,Master_A_Etranger,Double_Diplome,Certificats,Job1,Company_job1,Job2,Company_job2,Job3,Company_job3,Company_job4,Stage1,Stage2,Stage3,Stage4,Stage5,Skills,Specialité,Entreprises,Entreprise_Ds,EntrepriseSpec
"Très passionné par la technologie, je suis sur un chemin d'un apprentissage continu, principalement dans le monde de Data Science, Data Engineering et comment mettre en œuvre des solutions Cloud.",Data Consultant,Esprit,"
Ecole Supérieure d'Economie Numérique Manouba",vide,0.0,Fundamentals of Deep Learning for Computer Vision,Data Consultant,Keyrus,Ingénieur en Big Data & Back-end,Advyteam,Développeur web,One Way IT,,Advyteam,WEVIOO,ODDO BHF,LevioLevio,Spectrum Groupe,"Tableau , Python , PostgreSQL , SQL , MySQL , ElasticSearch , Bash ,  Apache Spark , Apache Kafka , Reinforcement Learning , Kubernetes , Reactive Programming , Neo4j , talend
Big Data , 
Data Engineering , 
Machine Learning , 
Business Intelligence , NLP , Apache Hadoop , Apache Airflow , Docker ,  Quarkus , Flask , FastAPI , ",Data Science,"Keyrus,Advyteam,One Way IT,vide",keyrusadvyteamadvyteamwevioo,KeyrusAdvyteam
"Étudiant en génie de la construction, j'ai obtenu mon diplôme d'ingénieur génie civil en Tunisie à la suite d’un projet réalisé sur un ouvrage d'art en béton armé. Par la suite, j’ai décidé de m’orienter vers la gestion des projets de construction, choix motivé par une ambition professionnelle. Dans ce cadre, j’ai eu à travailler sur un projet d’étude de préfaisabilité sur la fabrication des toitures en plastiques, afin de sensibiliser sur l’utilisation des matériaux recyclés en construction ainsi que démontrer les avantages d’une économie circulaire. Ce projet m'a permis d'accroître mes compétences en planification des travaux, en analyse de risque, et en estimation de coût. Sur un plan personnel, j’ai développé des atouts tel que l’organisation de travail, la gestion du temps, le travail d’équipe, cultiver un esprit de recherche et de curiosité. Toujours en quête d’améliorer mes connaissances, je reste ouvert a d’éventuel futur projet.",Etudiant,Esprit,vide,École de technologie supérieure (ÉTS),1.0,certification de formation Revit structure,vide,,vide,,vide,,,Wood,Gis Tunisie,Afrique Travaux S.a.r.l.,vide,vide,"AutoCAD ,  Revit , Microsoft Project , Primavera P6 , ArcGis , Essai granulometrique , Essai Proctor , Essai au nucléodensimètre , Lecture de plans , surveillance de travaux sur chantier",Génie Civil,"vide,vide,vide,vide",woodgistunisie,vide
"Ingénieur en informatique spécialisé en ERP/BI, je suis passionné par le traitement et l'analyse des données. Je souhaite en effet exercer dans le métier décisionnel en général.
Grâce à mon projet de fin d'étude et le cursus universitaire que j'ai suivi, j'ai pu développer des compétences dans la préparation des données, l'utilisation des outils de visualisations tel que Tableau, ou encore dans l'exploitation de la plateforme Hadoop.
En quelques mots je suis assidu, travailleur, autonome et créatif.",Ingénieur en informatique spécialisé en ERP/BI,Esprit,vide,vide,0.0,Certification “FUNDAMENTALS OF DEEP LEARNING FOR COMPUTER VISION”,vide,,vide,,vide,,,ITNS,alidade Tunisia,Levio,ITNS,ESPRIT,"R , mangoDB  , Outils d’ETL , Microsoft Dynamics NAV , Hadoop , python , SQL , ASP.NET , tableau de bord , sap logon",ERP-BI,"vide,vide,vide,vide",itnsalidadetunisia,vide
vide,Actuaire,Esprit,Institut préparatoire aux études d'ingénieurs de Bizerte,"
Institut du Risque et de l’Assurance du Mans",1.0,vide,chargée d'études statistiques et actuarielles,Groupe Covéa,vide,,vide,,,Assurances Maghrebia,Grafics,ATB,vide,vide,"R , python , 
Extraire, transformer, charger (ETL) , 
Analyse financière , MySQL , 
Visual Basic pour Applications (VBA) , 
Python  ,  Calcul stochastique ,SQL Server Integration Services (SSIS) , SAS , MATLAB , Programmation SAS , Analyse de données , machine learning , data mining,NLP,Deep Learning",Data Science - Actuariat,"Groupe Covéa,vide,vide,vide",groupecoveaassurancesmaghrebiagrafics,GroupeCovea
"I’m a determined, driven and dedicated ERP-Business Intelligence and Data Analysis engineering student. My deep interest in studying the human behavior has led me to be a data analysis and a data engineer. As it represents a crucial element in predicting future projections, therefore building a successful business. Challenges feeds my experiences, ambitions highlight my career and solving complex problems help to reinforce my decisions.",data analyst,Esprit,"
IPEIB - Institut Préparatoire aux Etudes d'Ingénieurs de Bizerte",vide,0.0,"
Classification / Data Understanding and Preparation / 
Python / regression / Fundamentals of Deep Learning for Computer Vision",vide,,vide,,vide,,,Vneuron,ODDO BHF & ESPRIT,VERMEG for Banking & Insurance Software,vide,vide,"Business Intelligence , Power BI , 
Data Analysis , SQL , 
Data Visualization , 
Tableau , Data Mining , talend ,  International Financial Reporting Standards (IFRS) , R , Python",ERP-BI,"vide,vide,vide,vide",vneuronoddobhfesprit,vide
"A young web developper , creative , dynamic , and knows how to work in team.",Software Engineer,Esprit,institut préparatoire aux études d'igenieurs El Manar .Tunis,vide,0.0,"Scrum Fundamentals Certified (SFC)   / 
CCNA / 
Python Programming",Software Engineer,Encore Lab,vide,,vide,,,SMART BOOK,Encore Lab,Univers Telecom et de Travaux Publics,vide,vide,"
Node.js , react.js , Front-end Development , Data Mining , python , mangoDB , 
jQuery , sql , django , java, Java Database Connectivity (JDBC) ,  PostgreSQL ,  docker ,  Développement d’applications mobiles , python ,Express.js , rest api ,   Representational State Transfer (REST) , Angular Command Line Interface (CLI) , typescript ",TWIN,"Encore Lab,vide,vide,vide",encorelabsmartbookencorelab,EncoreLab
"Software engineer graduate offering a strong foundation in software engineering and programming principles across multiple platforms.

Experienced in object-oriented programming; developing, testing and debugging code; designing interfaces; and administering systems and networks.

Quickly learn and master new technologies; successful working in both team and self-directed settings.",Développeur Web,Esprit,Institut Supérieur d'informatique,vide,0.0,vide,"
Consultant Full Stack Web Developer",MENAPS,vide,,vide,,,DMV industrijski kontrolni sistemi,BigTag,vide,vide,vide,"Web Applications,Software Development,Hibernate,AngularJS,Laravel,Node.js , AJAX,MongoDB,SOAP,NoSQL,HTML5,PHP,CSS,JavaScript,Java EE, Angular, JavaServer Pages (JSP)
",TWIN,"MENAPS,vide,vide,vide",menapsdmvindustrijskikontrolnisistemibigtag,MENAPS
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,"Ingénieure Génie civil
",Esprit,vide,vide,0.0,vide,"
Ingénieur en génie civil",Societe immobilière Diar ben sakhria,vide,,vide,,,Africa Engineering Tunisie,,vide,vide,vide,"Routiére , 
Hydraulique , 
AutoCAD , 
Ms project , Arche , Robot structural analysis ,  
Géomacao , 
Béton armé , 
Génie civil , 
géomacao , 
robot ",Génie Civil,"Societe immobilière Diar ben sakhria,vide,vide,vide",societeimmobilierediarbensakhriaafricaengineeringtunisie,SocieteimmobiliereDiarbensakhria
"Ingénieur et développeur Javascript, je crée des applications web et je réalise des projets.

La programmation était un hobby, j'en ai fait mon métier. J'essaie souvent de trouver des idées qui peuvent améliorer un projet et amener à sa réussite. J'aime aussi passer des heures sur du code, c'est toujours aussi fascinant de développer des applications.",Ingénieur Avant-Vente,Esprit,vide,vide,0.0,vide,Presales Engineer,Vneuron Risk & Compliance,Développeur JavaScript,Anava!,vide,,,ATS - Digital Dev,Anava!,HelloWebTunisie,vide,vide,"Node.js,React.js,PHP , Développement web,,AngularJS ,JavaScript,SQL,NoSQL, ",TWIN,"Vneuron Risk & Compliance,Anava!,vide,vide",vneuronriskcomplianceanavaatsdigitaldevanava,VneuronRiskComplianceAnava
"Specialized in Human Resource Engineering and with a rich experience in profiling and career management. I help tech specialists companies ensure that talent acquisition, PM & QI programs are managed, and aligned to strategic goal",Ingénieur Génie Civil,Esprit,vide,vide,0.0,"
Autodesk Certified Professional: Revit for Structural Design Exam Prep/Recognition of successful completion of the course ''Custom Petroleum Exploration and Production''","
Ingénieur structure génie civil",ETUDEBA,vide,,vide,,,ministère de l'équipement et de l'aménagement du territoire tunisie,STUDI International,ministère de l'équipement et de l'aménagement du territoire tunisie,vide,vide,"Revit structure,AutoCAD Civil 3D,3D,Robot,Arche",Génie Civil,"ETUDEBA,vide,vide,vide",etudebaministeredelequipementetdelamenagementduterritoiretunisiestudiinternational,ETUDEBA
vide,Développeur Full STACK,Esprit,vide,vide,0.0,vide,"
Software Development Engineer",Guiar,Freelance,Arem Group,"
Développeur site web",DXC Technology,"
Levio",SMART BOOK,SMART BOOK,vide,vide,vide,"Android,Java,JavaScript,AngularJS,MySQL,HTML5,PHP,PostgreSQL,laravel,python",TWIN,"Guiar,Arem Group,DXC Technology,
Levio",guiararemgroupsmartbooksmartbook,GuiarAremGroup
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Ingénieur infrastructure et DevOps,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,leboncoin,FIRST Conseil,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,leboncoin,"Virtualisation,Administration réseau,Sécurité réseau,Réseau privé virtuel (VPN),
Architecture orientée services (SOA),Sécurité informatique,Java Enterprise Edition,,Logiciel en tant que Service (SaaS),
php5,HTML,JavaScript,Hyper-V,Java SE,Oracle Database,Docker,Jenkins,Nexus,
IaaS en cloud computing,Sécurité dans le cloud,Stockage dans le cloud,IaaS",ArcTIC,"vide,vide,vide,vide",leboncoinfirstconseil,vide
vide,Software Engineer,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"Java,Node.js,MySQL,Android,Swift,Css,AJAX,jQuery,IOT,Docker,HTML,
JavaScript,Développement front-end,JSON
",Génie Logiciel,"vide,vide,vide,vide",,vide
Ingénieure en informatique diplômée d'ESPRIT spécialisée en Business Intelligence.,Business Intelligence Engineer,Esprit,vide,vide,0.0,"DELF B2 DELF B2 
Institut français de Tunisie/Fundamentals of Deep Learning for Computer VisionFundamentals of Deep Learning for Computer Vision
NVIDIA/What is Data Science?IBM/Python for Data Science Cognitive Class/Python 101 for Data Science IBM/
Data Science Orientation Coursera/DAT207x : Analyzing and Visualizing Data with Power BI  Microsoft/Microsoft Certified : Azure Fundamentals Microsoft/Python for Data Science and AI IBM/ Developing AI Applications on Azure LearnQuest/Ateliers pratiques pour l'initiative entrepreunariale
APII : Agence de promotion de l'industrie et de l'innovation","
Consultante Business Intelligence",New Access,vide,,vide,,,IGIAM,VERMEG for Banking & Insurance Software,CONFIG,Cloud Temple Tunisia,Groupe Magasin Général / Auchan,"SQL Server Integration Services (SSIS),Microsoft Power BI,Data Mining,Big Data,Deep Learning,AI,Science des données,Deep learning,Machine learning,Extract, Transform, Load (ETL),Java SE,HTML5,JavaScript,PHP,SQL,MySQL,HTML,Feuilles de style en cascade (CSS),Oracle Database , Python,SAP,Hadoop,QlikView,SQL Server Reporting Services (SSRS),Analyses Big Data

",ERP-BI,"New Access,vide,vide,vide",newaccessigiamvermegforbankinginsurancesoftware,NewAccess
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"I am extremely passionate about machine learning and data science in general, that is why I am currently looking for an end of studies project in the following fields; Python, Data analytics, Data science, machine learning, NLP, ...

I have honed my skills in data science through my studies, projects and special training lessons specially in: 
- machine learning (decision Tree, DBscan, logistic regression, ...) with SciKit 
- natural language processing (Mainly using Spacy) 
- data preprocessing 
- embeddings 
- entity recognition
- PySpark 
- data analysis

I mainly use Python and Pandas in my work/projects for almost 6 years now and they are the tools that I am most comfortable with.
Also, I have spent some time learning JAVA, JAVAEE and JavaScript and I am fairly familiar with these tools, along with other unrelated tools such as Hadoop, Scala, R, GitHub, MS Tools, ...

I am always looking to better myself in these fields as an Engineering student and as a usefull part of society and seeking new knowledge and new challanges is my everyday motive in life. 
No matter the obstacles, I will always strife to take two steps foward for each step backwards.",vide,Esprit,vide,vide,0.0,"Applied Machine Learning in Python
Coursera/Data Visualization with Python
Coursera/Python for Data Science and AIPython for Data Science and AI
Coursera",vide,,vide,,vide,,,la Comité générale des assurances,WRS consulting,OpenDEV,vide,vide,"Python,PySpark,Traitement automatique du langage naturel,Analyse de données , Big Data,Apprentissage automatique,Machine learning,Statistiques,
Science des données,Hadoop,Java,Base de données,JSON,Django,MySQL,PL/SQL,SQLite,SQL,Scala, MongoDB,postgreSQL,R,Flask,TensorFlow,Talend,Apache Spark,Analyses Big Data,spacy",Data Science,"vide,vide,vide,vide",lacomitegeneraledesassuranceswrsconsulting,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
Hard-working Full Stack Web Developer with a flair for creating elegant solutions in the least amount of time. Looking for growth opportunities to try new technologies and grow my technical skill set in a team-based atmosphere.,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"My name is Skander Mejbri, I am an It engineering student at the Private high school of 
engineering and technology (Esprit).
My first internship at Hospital Mongi Slim (a Tunisian Hospital) contributed to building and strengthening my technical skills, my communication methods, and prepared me enough for further professional experiences. In my second internship at Steps (a Tunisian company), I had the chance to dive deeper into the details of Data Mining and Data Analysis.
In fact, during this internship Worked on satellite images and XML files to create a Model that colors pools and cars in every image
In my third internship at Group HLi (a digital audit and consulting firm), I had the 
privilege to create a web interface in which the clients compare products and are provided 
with the best one using web scrapping and sentimental analysis.
In addition, being an active member of Rotarct Pheonix Sud Club, has helped me develop communication and leadership skills and made me a creative, curious and flexible person.
As a conclusion, I see this potential internship as an opportunity to exchange ideas and expertise, and most importantly to bring me closer to the goals I have set for myself, so I hope that my selection of qualities meets up your requirements.
Best regards, 
Skander Mejbri.",Ingénieure ERP-BI,Esprit,Institut Supérieur de Gestion de Tunis,vide,0.0,"

NVIDIA DLI Certificate – Fundamentals of Deep Learning for Computer Vision  NVIDIA Deep Learning Institute",vide,,vide,,vide,,,Arab Tunisian Bank ATB,"SIRYOS, SAP GOLD Partner - Africa",Streamlink,vide,vide,"Power bi,Talend,SAP BO,data mining,Extraire, transformer, charger (ETL),
Big Data,Informatique décisionnelle,PostgreSQL,NoSQL,SAP BW,SAP ABAP,SAP ERP,SGBDR,MySQL
Microsoft SQL Server,Oracle Database,R,Python,Microsoft Dynamics NAV
",ERP-BI,"vide,vide,vide,vide",arabtunisianbankatbsiryossapgoldpartnerafrica,vide
"Recently holder of the engineering degree in computer science obtained at the Private Superior School of Engineering and Technologies (ESPRIT) of Tunis, I acquired skills in full stack web development. 
I had to carry out various projects, which allowed me to develop my oral and written communication techniques, and to deepen my knowledge in computer science, in particular a good command of the languages of programming, development environments and Frameworks. The knowledge acquired throughout my university studies allowed me to acquire skills in needs analysis, design and application development. ",vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
Passionate software engineer with a demonstrated history of working in the consumer electronics industry and the ability to process efficiently. Fully committed to learning new things and developing innovative materials. Always Seeking to improve my skills and take my experiences to the next level.,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"I'm nice, personable and friendly. I also speak 4 languages: German, French, English and Arabic, which helps me to make contact. I am also essentially patient and helpful with all people. I have a couple of hobbies, soccer, swimming, listening to music and writing Stories. I am very fascinated by the world of film, Formula 1 and football.",Software Engineer,Esprit,vide,vide,0.0,vide,"
Frontend Developer",SESAMm,vide,,vide,,,Shyrine Prod,ODDO BHF,vide,vide,vide,"JavaScript,TypeScript,React.js,NestJS,
Node.js,Angular,MySQL,Microsoft SQL Server,MongoDB,Jira,
Trello",Génie Logiciel,"SESAMm,vide,vide,vide",sesammshyrineprododdobhf,SESAMm
vide,Future Ingénieur Informatique,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"JavaScript,TypeScript,React.js,NestJS,
Node.js,Angular,MySQL,Microsoft SQL Server,MongoDB,Jira,
Trello",Génie Logiciel,"vide,vide,vide,vide",,vide
"A highly motivated Computer Engineer emphasizing in ERP and Business Intelligence with a passion about data science, delivery of data driven insights and data modeling.
Looking to acquire as much knowledge and experience as I can and to contribute by making an impact in every project i undertake.
 I have a diverse background and worked in different areas. My work experience has taught me various technical and managerial skills.",Data Engineer,Esprit,CSFT,vide,0.0,"Certificate of course completion "" SAP Fundamentals"" Tunicod/
Implementing a Data Warehouse with Microsoft SQL Server 2012/2014
Microsoft/Scrum Fundamentals Certified
SCRUMstudy - Accreditation Body for Scrum and Agile/Fundamentals of Deep Learning For Computer Vision
NVIDIA Deep Learning Institute/Certificate of course completion ""Implementing Data Models and Reports with Microsoft SQL Server""  Business & Technology Engineering /Certificate of course completion ""Implementing a SQL Data Warehouse""
Business & Technology Engineering ",Sales Manager,Fashion For Ever,vide,,vide,,,DigitalCast Technologies LTD,PDPU- Innovation and Incubation Centre,ODDO BHF,Galactech Studio,Talan,"
Python,ETL,Sales Manager, Big Data,data mining,Data Warehouse,Analyse de données,SQL Server Integration Services (SSIS),NoSQL,JavaScript,SQL,
MongoDB,SQL Server Reporting Services (SSRS),Tableau,R,SSIS,SQL Server,
Microsoft SQL Server,Base de données,PowerBI,Talend Open Studio,Reporting ,Data Cleansing,Data Extraction,Data Warehouse Design,Analyses Big Data,
Microsoft Power BI
· 

",ERP-BI,"Fashion For Ever,vide,vide,vide",fashionforeverdigitalcasttechnologiesltdpdpuinnovationandincubationcentre,FashionForEver
vide,Développeuse full stack Javascript,Esprit,vide,vide,0.0,vide,"
Développeuse full stack Javascript",ATS - Digital Dev,vide,,vide,,,ATS - Digital Dev,,vide,vide,vide,"NodeJs,React.js,MongoDB,Java,Javascript,jQuery,JavaEE,
Java Enterprise Edition,Node.js,angular,PHP,
JavaScript,MySQL,python,Django,PostgreSQL , AJAX,JQuery,
Express.js,Symfony,Qt,React,Expess Js,redux


",TWIN,"ATS - Digital Dev,vide,vide,vide",atsdigitaldevatsdigitaldev,ATSDigitalDev
vide,vide,Esprit,vide,vide,vide,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"An aspiring professional who wants to assist and help organizations in achieving their goals through better decision-making and more efficient business processes. 

I graduated in 2020 from the Private Higher School of Engineering and Technology (ESPRIT) as a Computer science engineer specialized in Business intelligence and data science. During this time, I have gained the ability to work in groups and to develop practical experience and a very good knowledge of Business Intelligence, Data Visualization, Machine learning, Deep learning, and Python development.

My end of studies internship was also a step to dig deeper in the Data Science field, artificial intelligence, Django, Elasticsearch, and kibana which allowed me to confirm my passion for the data domain, to develop an extreme rigor, and to begin to master concepts and practices of this field.
 
Recently, I was selected to be part of the SAP Young Professional Program (YPP) during which I participated in various Soft skills, public speaking workshops, and technical courses as I was certified in the SAP S/4 Hana Business Process and Intergration (1909) and SuccessFactors - Employee Central.
After the YPP program, I continued my learning journey with SAP as I was also certified in SAP S/4HANA Sourcing and Procurement, SAP S/4HANA Sales 1909, and Extended Warehouse Management with SAP S/4HANA. 

Currently, I'm an SAP Retail functional consultant at Inetum, Tunisia",SAP Retail Functional Consultant,Esprit,vide,vide,0.0,"SAP Certified Application Associate - Extended Warehouse Management with SAP S/4HANA
SAP/SAP Certified Application Associate - SAP S/4HANA Sales 1909 SAP/SAP Certified Application Associate - SAP S/4HANA Sourcing and Procurement SAP/ SAP Certified Application Associate - SAP SuccessFactors Employee Central 2021 SAP/ Learning SAP MM (Materials Management) LinkedIn/ Learning SAP SD (Sales and Distribution) LinkedIn/ SAP Certified Application Associate - SAP SuccessFactors Employee Central 2020 SAP/ SAP Certified Application Associate - Business Process Integration with SAP S/4HANA 1909 SAP/  
Machine Learning with PythonMachine Learning with Python Coursera/ Introduction to Natural Language Processing in Python  DataCamp/Data Science Orientation  Coursera/ What is Data Science? IBM/ NVIDIA DLI Certificate – Fundamentals of Deep Learning for Computer Vision
NVIDIA",SAP Young Professional Program Trainee at SAP,SAP,"
SAP Retail functional consultant ",Inetum,SAP Functional Consultant,Inetum,,SMART BOOK,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,Gfi Tunisie,vide,vide," Machine learning ,Business Intelligence (BI),Big Data,Artificial Intelligence,Deep Learning,Data Mining,Data Warehousing,Django,Python,Elasticsearch,Kibana, R,SQL Server Management Studio,SQL Server Integration Services (SSIS),SQL Server Reporting Services (SSRS),Power BI, MongoDB,PostgreSQL , Natural Language Processing (NLP),
SQL Server Analysis Services (SSAS),Text Mining
",ERP-BI,"SAP,Inetum,Inetum,vide",sapinetumsmartbookecolesuperieurepriveedingenierieetdetechnologiesesprit,SAPInetum
vide,Consultante Business Intelligence,Esprit,vide,vide,0.0,"Power BI avancé : Requêtes de données avec Power Query LinkedIn/  Microsoft BI Certification 
Microsoft/ NVIDIA Deep Learning NVIDIA Deep Learning Institute/ Communication Skills
Rebirth training /Game Design & Development Day Esprit/ CCNA Routing & Switching 
Cisco",External Business Intelligence Consultant I KPMG France,Yellowsys,vide,,vide,,,KPMG,Business & Decision,Petrofac,vide,vide,"Microsoft Office,Talend,Tableau,Analyse de données,Gestion de projet,
Informatique décisionnelle, Python,R,SQL,NoSQL, 
power BI,Microsoft BI Suite,Microsoft Excel,Tableaux de bord Excel,
Data Warehouse,Big Data,Intelligence artificielle,Apprentissage automatique
QlikView,Base de données,Base de données relationnelle,Requêtes de base de données,
Développement de bases de données,Administration des bases de données Oracle,PL/SQL,Microsoft SQL Server,Travail d’équipe,PostgreSQL,Microsoft Dynamics NAV,Hadoop,Apache Spark,SAP ERP,SAP BW,ABAP,Sage ERP X3,Microsoft Power BI
Microsoft Power Query",ERP-BI,"Yellowsys,vide,vide,vide",yellowsyskpmgbusinessdecision,Yellowsys
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Consultant Business intelligence,Esprit,Montpellier Business School/ Institut Supérieur de Gestion de Tunis,vide,0.0,vide,Business Intelligence Developer,Amaris,"
Consultant Business Intelligence",HARINGTON,vide,,,Banque centrale de Tunisie,Sagemcom,HumanSys,vide,vide,"Business intelligence,Data Warehouse,SQL Server Integration Services (SSIS),SSAS
SQL Server Reporting Services (SSRS),SQL,PL/SQL,Cognos,Microsoft SQL Server,MySQL,Datamining,SAP BW,Java,Big data,ABAP,SAP Basis,CRM Microsoft Dynamics
,R,Oracle Database,Transact-SQL (T-SQL)",ERP-BI,"Amaris,HARINGTON,vide,vide",amarisharingtonbanquecentraledetunisiesagemcom,AmarisHARINGTON
"I am passionate about Web and Mobile development , I have worked on too many projects with my University, internships and also as a freelancer . I am open to new opportunities with whom i can gain new experiences and also apply my competences to work on more projects . ",Student,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,Archimed,Go My Code,VEGANET,Galactech Studio,STMG,"MySQL,Java,PHP,JavaScript,flutter,node js,HTML5,React.js,
NoSQL , C,swift , Unity,TypeScript

·

",TWIN,"vide,vide,vide,vide",archimedgomycode,vide
"A Junior Functional Consultant with an experience in Telecommunications and Financial Technology industries and a Graduate with Excellence in Financial Computer Science Engineering from The Private Higher School of Engineering and Technology (ESPRIT) with a multipurpose training in Software Engineering, Mathematics and Finance. Interested in expanding my knowledge and gaining experience in the Functional Consulting and Business Analytics fields.",Techno-Functional Consultant,Esprit,vide,vide,0.0,"CCNA3CCNA3
Cisco","
Functional Consultant",Nexius,vide,,vide,,,VEGAGROUP,Deepera.AI,vide,vide,vide,"SQL,PHP,Python,
HTML,MySQL,Microsoft SQL Server,jQueryj , Analyse de données , Machine learning , Deep learning , Statistique , Finance  , NLP 
",Data Science - Actuariat,"Nexius,vide,vide,vide",nexiusvegagroupdeeperaai,Nexius
".
",Student,Esprit,vide,ENSIM Ecole d'ingénieurs Le Mans Université,1.0,"Maîtrise de l'anglais sur Duolingo : Intermédiaire (estimation)Maîtrise de l'anglais sur Duolingo : Intermédiaire (estimation)
Duolingo",vide,,vide,,vide,,,Extia,Groupe PSA,OffShadow,ESPRIT (Ecole Supérieure Privée d'Ingénierie et de Technologies),vide,"Systèmes embarqués,Administration système Linux,Développement front-end,Traitement de signal,Traitement de l'image,ARM,Java,Android, Python , MATLAB,WPF,Système Linux intégré,Serveur Linux,Tortoise SVN,
Développement d’applications Web,Développement full-stack,Développement web back-end,Raspberry Pi,Développement WPF,Administration et sécurité des SE , Unix,CAN,UART,automatique et asservissement,CANoe,CANalyser,Simulink,CAPL",SLEAM,"vide,vide,vide,vide",extiagroupepsa,vide
vide,Développeur Web,Esprit,vide,vide,0.0,vide,Software Engineer,Numan,"
Full Stack Developer",ATS - Digital Dev,vide,,,Licht & Schatten,ATS - Digital Dev,vide,vide,vide,"Vue.js,React.js,Node.js,angular,MongoDB,MySQL,JavaScript,HTML5,SQL,Docker,PHP,NoSQL,Bootstrap,Redux.js,XML,Cascading Style Sheets (CSS),Python,Django,ASP.NET,Vuex,Nuxt.js,Express.js, API de services web,Express js,Développement d’API,TypeScript,Sentry",TWIN,"Numan,ATS - Digital Dev,vide,vide",numanatsdigitaldevlichtschattenatsdigitaldev,NumanATSDigitalDev
"Le java c'est mon dada.
Primefaces, JSF, EJB, JPA, JMS, JAX-RS, DAO, WildFly,Servlet/JSP, Spring, MAVEN",vide,vide,vide,vide,0.0,vide,"
",,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
Data Analyst chez Orange Parnasse passionnée par le monde de la DATA !,Traffic manager,Esprit,vide,vide,0.0,vide,"
Junior Data Analyst",Orange,vide,,vide,,,Talan Tunisie,be-softilys,Calizy,Digiteka,vide,"Talend,Tableau,Big Data,QlikView,SQL,Python,R,Analyse de données,
Data Warehouse,Base de données,Intelligence artificielle,Machine learning,PostgreSQL,Microsoft SQL Server,pl sql,Informatique décisionnelle,Power BI",ERP-BI,"Orange,vide,vide,vide",orangetalantunisiebesoftilys,Orange
Freelancer,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
