Option,CountryOfWork,Company,TypeOfCompany,jobDate1,jobDate2,Duree,Description,skill1,skill2,skill3,skill4,skill5,Allskills,Job Rate,Monthly Salary
GL,Germany,Bayer,Private (non-MNC),2022-01-19 00:00:00,2022-04-17 00:00:00,88,"you should be competent at : MongoDB , NoSQL , jQuery , Java Enterprise Edition , UML",Java Enterprise Edition,jQuery,UML,NoSQL,MongoDB,"Java Enterprise Edition,jQuery,UML,NoSQL,MongoDB",5,3220
TWIN,Tunisia,Cooptalis,Other,2022-01-20 00:00:00,2020-07-01 00:00:00,568,"we are looking for person with this skills  : mysql , PHP , Développement front-end",Développement front-end,PHP,mysql, , ,"Développement front-end,PHP,mysql, , ",5,3061
TWIN,France,Technema,Multinational (MNC),2022-04-21 00:00:00,2021-09-01 00:00:00,232,"The top skills in demand  : CSS , J2EE Web Services , Angular/JS , mysql , Développement front-end",Développement front-end,CSS,Angular/JS,mysql,J2EE Web Services,"Développement front-end,CSS,Angular/JS,mysql,J2EE Web Services",2,2221
TWIN,France,Certeurop,Other,2022-06-18 00:00:00,2018-08-01 00:00:00,1417,"we are looking for person with this skills  : Développement front-end , mysql , PHP",Développement front-end,PHP,mysql, , ,"Développement front-end,PHP,mysql, , ","4,5",1799
ERP-BI,France,Geolid,Multinational (MNC),2022-07-21 00:00:00,2022-04-17 00:00:00,95,"The skills are : Informatique décisionnelle , Power BI , R",Informatique décisionnelle,Power BI,R, , ,"Informatique décisionnelle,Power BI,R, , ",3,2082
Data Science,France,BNP Paribas,Multinational (MNC),2022-04-21 00:00:00,2021-10-01 00:00:00,202,"you should be competent at : Analyse de données , Analyses Big Data , R , TensorFlow , Python",Analyse de données,Python,TensorFlow,R,Analyses Big Data,"Analyse de données,Python,TensorFlow,R,Analyses Big Data","4,5",1490
Cloud Computing,Tunisia,TALAN Tunisie,Private (non-MNC),2022-11-20 00:00:00,2022-04-17 00:00:00,217,"we need : Virtualisation , Développement de logiciel , Sécurité réseau",Développement de logiciel,Virtualisation,Sécurité réseau, , ,"Développement de logiciel,Virtualisation,Sécurité réseau, , ","4,5",2042
ERP-BI,Tunisia,EY,Other,2022-03-21 00:00:00,2022-04-17 00:00:00,27,"we used to working with : Analyses Big Data , Tableau Software , Power BI , IBM Cognos , R",Power BI,IBM Cognos,Tableau Software,R,Analyses Big Data,"Power BI,IBM Cognos,Tableau Software,R,Analyses Big Data",5,985
GL,Canada,Accenture,Private (non-MNC),2022-10-19 00:00:00,2022-04-17 00:00:00,185,"The top skills in demand  : AJAX , UML , Qt , MongoDB",AJAX,UML,MongoDB,Qt, ,"AJAX,UML,MongoDB,Qt, ",3,1988
TWIN,France,Fayat,Multinational (MNC),2022-02-19 00:00:00,2019-08-01 00:00:00,933,"The top skills in demand  : Node.js , J2EE Web Services , mysql",Node.js,mysql,J2EE Web Services, , ,"Node.js,mysql,J2EE Web Services, , ",5,1545
TWIN,Tunisia,Vermeg,Multinational (MNC),2022-03-21 00:00:00,2022-04-17 00:00:00,27,"we are looking for person with this skills  : Angular/JS , J2EE Web Services , mysql",Angular/JS,mysql,J2EE Web Services, , ,"Angular/JS,mysql,J2EE Web Services, , ",5,2637
GL,Tunisia,Brainnest,Private (non-MNC),2022-02-19 00:00:00,2019-06-01 00:00:00,994,"we are looking for person with this skills  : PL/SQL , .NET framework , MongoDB",.NET framework,PL/SQL,MongoDB, , ,".NET framework,PL/SQL,MongoDB, , ","4,5",1385
SIM,Tunisia,Iress,Other,2022-01-20 00:00:00,2021-12-01 00:00:00,50,"The top skills in demand  : Altuim , Arduino , C ++ , flutter",flutter,C ++,Arduino,Altuim, ,"flutter,C ++,Arduino,Altuim, ",1,2468
SIM,France,Netatmo,Private (non-MNC),2022-06-20 00:00:00,2022-04-17 00:00:00,64,"The skills are : Arduino , Maple , C ++ , Altuim",C ++,Arduino,Maple,Altuim, ,"C ++,Arduino,Maple,Altuim, ","4,5",2098
TWIN,France,Siemens,Other,2022-02-22 00:00:00,2022-04-17 00:00:00,54,"In my academic journey i ve learned : mysql , HTML , PHP , Node.js",Node.js,HTML,PHP,mysql, ,"Node.js,HTML,PHP,mysql, ",3,2302
SLEAM,Germany,BMW Group,Multinational (MNC),2022-10-16 00:00:00,2022-04-17 00:00:00,182,"The skills are : yii2 framework , PHP , Express.js , jQuery",PHP,jQuery,yii2 framework,Express.js, ,"PHP,jQuery,yii2 framework,Express.js, ",1,1623
Data Science,France,ADM,Other,2022-12-21 00:00:00,2022-04-17 00:00:00,248,"The skills are : R , Python , Machine learning",Machine learning,Python,R, , ,"Machine learning,Python,R, , ",3,1333
ERP-BI,France,Centreon,Multinational (MNC),2022-12-21 00:00:00,2022-04-17 00:00:00,248,"we used to working with : Informatique décisionnelle , Power BI , IBM Cognos , Talend",Informatique décisionnelle,Power BI,IBM Cognos,Talend, ,"Informatique décisionnelle,Power BI,IBM Cognos,Talend, ",5,1431
TWIN,Tunisia,Sofrecom,Other,2022-01-22 00:00:00,2022-04-17 00:00:00,85,"The skills are : J2EE Web Services , PHP , Angular/JS , Node.js , CSS",CSS,Node.js,PHP,Angular/JS,J2EE Web Services,"CSS,Node.js,PHP,Angular/JS,J2EE Web Services",3,2527
GL,Tunisia,Air Liquid,Other,2022-07-19 00:00:00,2022-04-17 00:00:00,93,"we are looking for person with this skills  : UML , jQuery , MongoDB",jQuery,UML,MongoDB, , ,"jQuery,UML,MongoDB, , ",3,2631
TWIN,Tunisia,SESAMm,Private (non-MNC),2022-06-21 00:00:00,2022-04-17 00:00:00,65,"In my academic journey i ve learned : Développement front-end , J2EE Web Services , HTML , PHP",Développement front-end,HTML,PHP,J2EE Web Services, ,"Développement front-end,HTML,PHP,J2EE Web Services, ","4,5",1600
GL,Germany,Airbus,Multinational (MNC),2022-11-21 00:00:00,2022-04-17 00:00:00,218,"you should be competent at : PL/SQL , Maven , NoSQL , MongoDB",PL/SQL,Maven,NoSQL,MongoDB, ,"PL/SQL,Maven,NoSQL,MongoDB, ",5,2752
INFINI,Tunisia,SPX,Other,2022-11-19 00:00:00,2022-04-17 00:00:00,216,"we used to working with : Cash Flow Management , finance  , Financial Reporting , Communication",finance ,Financial Reporting,Cash Flow Management,Communication, ,"finance ,Financial Reporting,Cash Flow Management,Communication, ",5,3125
GL,Tunisia,SITENCO - DIGITAL AGENCY,Other,2022-07-21 00:00:00,2022-04-17 00:00:00,95,"In my academic journey i ve learned : .NET framework , Qt , Framework Spring , UML , jQuery",.NET framework,jQuery,UML,Framework Spring,Qt,".NET framework,jQuery,UML,Framework Spring,Qt",2,2091
TWIN,France,Atos,Multinational (MNC),2022-07-21 00:00:00,2021-08-01 00:00:00,354,"we need : mysql , HTML , PHP , Node.js",Node.js,HTML,PHP,mysql, ,"Node.js,HTML,PHP,mysql, ","4,5",1009
ERP-BI,France,AXA,Multinational (MNC),2022-03-21 00:00:00,2022-04-17 00:00:00,27,"you should be competent at : Talend , Analyses Big Data , IBM Cognos , Informatique décisionnelle , Power BI",Informatique décisionnelle,Power BI,IBM Cognos,Analyses Big Data,Talend,"Informatique décisionnelle,Power BI,IBM Cognos,Analyses Big Data,Talend",1,3443
TWIN,Europe,Hager Group,Multinational (MNC),2022-07-20 00:00:00,2022-04-17 00:00:00,94,"The skills are : J2EE Web Services , PHP , HTML , Développement front-end , Node.js",Développement front-end,Node.js,HTML,PHP,J2EE Web Services,"Développement front-end,Node.js,HTML,PHP,J2EE Web Services","4,5",1582
ERP-BI,Canada,Bell,Private (non-MNC),2022-02-18 00:00:00,2022-04-17 00:00:00,58,"The top skills in demand  : R , IBM Cognos , Talend",IBM Cognos,R,Talend, , ,"IBM Cognos,R,Talend, , ",5,2103
GL,Canada,Microsoft,Other,2022-07-21 00:00:00,2021-08-01 00:00:00,354,"The skills are : Java Enterprise Edition , MongoDB , Framework Spring , PL/SQL , AJAX",Java Enterprise Edition,AJAX,PL/SQL,MongoDB,Framework Spring,"Java Enterprise Edition,AJAX,PL/SQL,MongoDB,Framework Spring",1,3108
TWIN,France,Amadeus,Private (non-MNC),2022-06-21 00:00:00,2021-08-01 00:00:00,324,"we are looking for person with this skills  : CSS , Node.js , mysql",CSS,Node.js,mysql, , ,"CSS,Node.js,mysql, , ",3,1810
SIM,Canada,SNC-Lavalin,Multinational (MNC),2022-02-21 00:00:00,2021-10-01 00:00:00,143,"we are looking for person with this skills  : stm32CubeMX , Altuim , Arduino",Arduino,Altuim,stm32CubeMX, , ,"Arduino,Altuim,stm32CubeMX, , ",3,2312
ERP-BI,France,EY,Private (non-MNC),2022-09-09 00:00:00,2022-04-17 00:00:00,145,"we are looking for person with this skills  : IBM Cognos , Talend , R",IBM Cognos,R,Talend, , ,"IBM Cognos,R,Talend, , ",1,2783
GL,France,Groupe SII,Multinational (MNC),2022-03-17 00:00:00,2022-04-17 00:00:00,31,"we need : NoSQL , .NET framework , Qt",.NET framework,NoSQL,Qt, , ,".NET framework,NoSQL,Qt, , ",3,3428
GL,Tunisia,ADP,Multinational (MNC),2022-02-19 00:00:00,2022-04-17 00:00:00,57,"we used to working with : .NET framework , UML , Maven , jQuery , Qt",.NET framework,jQuery,UML,Maven,Qt,".NET framework,jQuery,UML,Maven,Qt",2,3450
GL,Tunisia,Appen,Multinational (MNC),2022-09-19 00:00:00,2022-04-17 00:00:00,155,"we used to working with : Java Enterprise Edition , Qt , .NET framework",Java Enterprise Edition,.NET framework,Qt, , ,"Java Enterprise Edition,.NET framework,Qt, , ",2,1226
INFINI,France,GROUPAMA -,Multinational (MNC),2022-10-20 00:00:00,2022-04-17 00:00:00,186,"we are looking for person with this skills  : Communication , Cash Flow Management , finance  , Financial Management",finance ,Cash Flow Management,Financial Management,Communication, ,"finance ,Cash Flow Management,Financial Management,Communication, ",3,3219
ERP-BI,France,GROUPAMA - 2GS,Other,2022-07-20 00:00:00,2022-04-17 00:00:00,94,"you should be competent at : Analyses Big Data , R , Power BI , Talend , Tableau Software",Power BI,Tableau Software,R,Analyses Big Data,Talend,"Power BI,Tableau Software,R,Analyses Big Data,Talend",5,2060
Data Science,France,PwC France,Multinational (MNC),2022-10-19 00:00:00,2022-04-17 00:00:00,185,"we used to working with : R , TensorFlow , Analyses Big Data , Deep learning , Analyse de données",Deep learning,Analyse de données,TensorFlow,R,Analyses Big Data,"Deep learning,Analyse de données,TensorFlow,R,Analyses Big Data",5,2479
TWIN,Tunisia,DRAXLMAIER Group,Other,2022-02-19 00:00:00,2019-08-01 00:00:00,933,"In my academic journey i ve learned : Node.js , Angular/JS , HTML , J2EE Web Services",Node.js,HTML,Angular/JS,J2EE Web Services, ,"Node.js,HTML,Angular/JS,J2EE Web Services, ",3,2106
NIDS,Germany,Infosys,Multinational (MNC),2022-07-21 00:00:00,2021-09-01 00:00:00,323,"you should be competent at : Linux , Logstash , sécurité des systèmes dinformation , Fluentd , Test d’intrusion",sécurité des systèmes dinformation,Test d’intrusion,Logstash,Fluentd,Linux,"sécurité des systèmes dinformation,Test d’intrusion,Logstash,Fluentd,Linux",2,1480
GL,Tunisia,Aliz Technologies,Private (non-MNC),2022-08-21 00:00:00,2022-01-01 00:00:00,232,"The top skills in demand  : jQuery , Framework Spring , Qt",jQuery,Framework Spring,Qt, , ,"jQuery,Framework Spring,Qt, , ",1,994
SIM,Germany,Fujitsu,Multinational (MNC),2022-01-22 00:00:00,2022-04-17 00:00:00,85,"you should be competent at : Arduino , Maple , flutter , Altuim",flutter,Arduino,Maple,Altuim, ,"flutter,Arduino,Maple,Altuim, ","4,5",2119
TWIN,France,Viveris,Other,2022-08-21 00:00:00,2022-04-17 00:00:00,126,"we need : Développement front-end , J2EE Web Services , mysql",Développement front-end,mysql,J2EE Web Services, , ,"Développement front-end,mysql,J2EE Web Services, , ","4,5",1577
SIM,Germany,RWE,Private (non-MNC),2022-09-21 00:00:00,2022-04-17 00:00:00,157,"The top skills in demand  : Arduino , flutter , C ++ , Altuim",flutter,C ++,Arduino,Altuim, ,"flutter,C ++,Arduino,Altuim, ",5,3160
GL,Canada,AESO,Private (non-MNC),2022-05-21 00:00:00,2022-04-17 00:00:00,34,"we used to working with : AJAX , UML , MongoDB , PL/SQL , NoSQL",AJAX,UML,PL/SQL,NoSQL,MongoDB,"AJAX,UML,PL/SQL,NoSQL,MongoDB",1,2692
ERP-BI,France,Michelin,Multinational (MNC),2022-02-21 00:00:00,2021-09-01 00:00:00,173,"we are looking for person with this skills  : R , Informatique décisionnelle , Power BI",Informatique décisionnelle,Power BI,R, , ,"Informatique décisionnelle,Power BI,R, , ","4,5",1448
TWIN,Tunisia,TUI-Sousse,Private (non-MNC),2022-06-21 00:00:00,2022-04-17 00:00:00,65,"In my academic journey i ve learned : HTML , PHP , Node.js , Développement front-end , mysql",Développement front-end,Node.js,HTML,PHP,mysql,"Développement front-end,Node.js,HTML,PHP,mysql",3,1568
INFINI,France,Procter and Gamber,Other,2022-02-21 00:00:00,2021-11-01 00:00:00,112,"you should be competent at : Communication , Financial Reporting , Financial Management",Financial Reporting,Financial Management,Communication, , ,"Financial Reporting,Financial Management,Communication, , ","4,5",1823
INFINI,Tunisia,IACE,Multinational (MNC),2022-07-21 00:00:00,2022-04-17 00:00:00,95,"we used to working with : Financial Reporting , finance  , Communication",finance ,Financial Reporting,Communication, , ,"finance ,Financial Reporting,Communication, , ","4,5",1712
Cloud Computing,Europe,Eucon Group,Multinational (MNC),2022-03-21 00:00:00,2021-10-01 00:00:00,171,"we need : Docker , Développement de logiciel , Cloud Computing , Sécurité dans le cloud",Docker,Développement de logiciel,Sécurité dans le cloud,Cloud Computing, ,"Docker,Développement de logiciel,Sécurité dans le cloud,Cloud Computing, ",5,744
ERP-BI,France,Keyrus,Multinational (MNC),2022-07-21 00:00:00,2021-09-01 00:00:00,323,"you should be competent at : Talend , Informatique décisionnelle , IBM Cognos , Tableau Software , R",Informatique décisionnelle,IBM Cognos,Tableau Software,R,Talend,"Informatique décisionnelle,IBM Cognos,Tableau Software,R,Talend",5,2972
Cloud Computing,France,Liebherr Group,Multinational (MNC),2022-09-21 00:00:00,2022-04-17 00:00:00,157,"In my academic journey i ve learned : Infrastructure , Cloud Computing , Automatisation des tests , Routeurs Cisco , Docker",Docker,Infrastructure,Routeurs Cisco,Automatisation des tests,Cloud Computing,"Docker,Infrastructure,Routeurs Cisco,Automatisation des tests,Cloud Computing",3,2931
GL,France,ENGIE IT,Other,2022-09-21 00:00:00,2022-04-17 00:00:00,157,"we need : PL/SQL , UML , AJAX",AJAX,UML,PL/SQL, , ,"AJAX,UML,PL/SQL, , ",3,2544
Cloud Computing,Tunisia,Gemograpgy,Other,2022-02-22 00:00:00,2022-04-17 00:00:00,54,"The skills are : Cloud Computing , Docker , DevOps , Développement de logiciel",DevOps,Docker,Développement de logiciel,Cloud Computing, ,"DevOps,Docker,Développement de logiciel,Cloud Computing, ",5,1595
GL,Europe,KAISER+KRAFT,Multinational (MNC),2022-02-22 00:00:00,2022-04-17 00:00:00,54,"The skills are : jQuery , Framework Spring , AJAX",AJAX,jQuery,Framework Spring, , ,"AJAX,jQuery,Framework Spring, , ",3,1326
ERP-BI,Tunisia,Bi-Ready,Other,2022-07-21 00:00:00,2022-04-17 00:00:00,95,"we need : Analyses Big Data , IBM Cognos , Tableau Software , Talend",IBM Cognos,Tableau Software,Analyses Big Data,Talend, ,"IBM Cognos,Tableau Software,Analyses Big Data,Talend, ",3,3117
ERP-BI,France,IBM,Multinational (MNC),2022-09-21 00:00:00,2022-04-17 00:00:00,157,"you should be competent at : Tableau Software , Analyses Big Data , Informatique décisionnelle , R , Power BI",Informatique décisionnelle,Power BI,Tableau Software,R,Analyses Big Data,"Informatique décisionnelle,Power BI,Tableau Software,R,Analyses Big Data",5,3446
Data Science,Germany,Booz Allen Hamilton,Other,2022-05-19 00:00:00,2022-04-17 00:00:00,32,"we need : Analyses Big Data , R , Python , Machine learning , TensorFlow",Machine learning,Python,TensorFlow,R,Analyses Big Data,"Machine learning,Python,TensorFlow,R,Analyses Big Data","4,5",2023
TWIN,Tunisia,Mantu,Other,2022-10-20 00:00:00,2022-04-17 00:00:00,186,"we need : Développement front-end , Node.js , HTML , Angular/JS , J2EE Web Services",Développement front-end,Node.js,HTML,Angular/JS,J2EE Web Services,"Développement front-end,Node.js,HTML,Angular/JS,J2EE Web Services",3,979
ERP-BI,France,EDF,Other,2022-09-20 00:00:00,2021-02-01 00:00:00,596,"The top skills in demand  : Tableau Software , R , Informatique décisionnelle , Power BI",Informatique décisionnelle,Power BI,Tableau Software,R, ,"Informatique décisionnelle,Power BI,Tableau Software,R, ","4,5",1676
GL,Tunisia,BDO IFI Maghreb,Multinational (MNC),2022-07-21 00:00:00,2021-10-01 00:00:00,293,"In my academic journey i ve learned : .NET framework , Qt , UML , jQuery , Maven",.NET framework,jQuery,UML,Maven,Qt,".NET framework,jQuery,UML,Maven,Qt",3,3079
Cloud Computing,France,Worldline,Private (non-MNC),2022-02-22 00:00:00,2022-04-17 00:00:00,54,"we are looking for person with this skills  : Sécurité réseau , Développement de logiciel , Cloud Computing",Développement de logiciel,Cloud Computing,Sécurité réseau, , ,"Développement de logiciel,Cloud Computing,Sécurité réseau, , ",3,2164
NIDS,Tunisia,Be-Softilys Tunisie,Multinational (MNC),2022-02-22 00:00:00,2022-04-17 00:00:00,54,"The top skills in demand  : sécurité des systèmes dinformation , Logstash , Linux",sécurité des systèmes dinformation,Logstash,Linux, , ,"sécurité des systèmes dinformation,Logstash,Linux, , ",3,2312
GL,France,Alan,Multinational (MNC),2022-12-21 00:00:00,2022-04-17 00:00:00,248,"we are looking for person with this skills  : NoSQL , PL/SQL , Maven , AJAX",AJAX,PL/SQL,Maven,NoSQL, ,"AJAX,PL/SQL,Maven,NoSQL, ",2,834
Data Science,France,ManoMano,Multinational (MNC),2022-06-21 00:00:00,2022-04-17 00:00:00,65,"we are looking for person with this skills  : Statistiques , Deep learning , Python",Deep learning,Statistiques,Python, , ,"Deep learning,Statistiques,Python, , ",3,723
ERP-BI,France,Median Technologies,Private (non-MNC),2022-06-21 00:00:00,2021-09-01 00:00:00,293,"we need : IBM Cognos , R , Power BI , Talend , Analyses Big Data",Power BI,IBM Cognos,R,Analyses Big Data,Talend,"Power BI,IBM Cognos,R,Analyses Big Data,Talend",3,2807
ERP-BI,France,DataDog,Private (non-MNC),2022-11-21 00:00:00,2022-04-17 00:00:00,218,"we need : Informatique décisionnelle , Talend , Tableau Software , Power BI",Informatique décisionnelle,Power BI,Tableau Software,Talend, ,"Informatique décisionnelle,Power BI,Tableau Software,Talend, ",5,1002
TWIN,Tunisia,Vermeg,Private (non-MNC),2022-10-21 00:00:00,2022-04-17 00:00:00,187,"we are looking for person with this skills  : HTML , Angular/JS , PHP , J2EE Web Services , CSS",CSS,HTML,PHP,Angular/JS,J2EE Web Services,"CSS,HTML,PHP,Angular/JS,J2EE Web Services",5,2265
ERP-BI,France,Adobe,Multinational (MNC),2022-10-20 00:00:00,2022-04-17 00:00:00,186,"we need : R , Tableau Software , Analyses Big Data , Informatique décisionnelle , IBM Cognos",Informatique décisionnelle,IBM Cognos,Tableau Software,R,Analyses Big Data,"Informatique décisionnelle,IBM Cognos,Tableau Software,R,Analyses Big Data",5,3283
GL,Tunisia,Sofercom,Multinational (MNC),2022-04-21 00:00:00,2021-09-01 00:00:00,232,"we need : NoSQL , jQuery , Java Enterprise Edition",Java Enterprise Edition,jQuery,NoSQL, , ,"Java Enterprise Edition,jQuery,NoSQL, , ",3,2675
GL,Tunisia,XTENSUS,Private (non-MNC),2022-07-21 00:00:00,2021-09-01 00:00:00,323,"we are looking for person with this skills  : NoSQL , UML , jQuery",jQuery,UML,NoSQL, , ,"jQuery,UML,NoSQL, , ","4,5",3056
GL,Germany,Sportradar,Private (non-MNC),2022-05-21 00:00:00,2021-11-01 00:00:00,201,"we are looking for person with this skills  : PL/SQL , MongoDB , Maven",PL/SQL,Maven,MongoDB, , ,"PL/SQL,Maven,MongoDB, , ",3,1579
TWIN,Asia,Esri,Multinational (MNC),2022-10-21 00:00:00,2022-04-17 00:00:00,187,"The top skills in demand  : J2EE Web Services , mysql , HTML , Angular/JS , Développement front-end",Développement front-end,HTML,Angular/JS,mysql,J2EE Web Services,"Développement front-end,HTML,Angular/JS,mysql,J2EE Web Services",3,1255
ERP-BI,France,Twitch,Multinational (MNC),2022-06-21 00:00:00,2021-08-01 00:00:00,324,"we used to working with : IBM Cognos , Tableau Software , Power BI , Informatique décisionnelle , Analyses Big Data",Informatique décisionnelle,Power BI,IBM Cognos,Tableau Software,Analyses Big Data,"Informatique décisionnelle,Power BI,IBM Cognos,Tableau Software,Analyses Big Data",3,3418
ERP-BI,Tunisia,BMC,Multinational (MNC),2022-07-19 00:00:00,2022-04-17 00:00:00,93,"In my academic journey i ve learned : Informatique décisionnelle , R , Analyses Big Data , IBM Cognos",Informatique décisionnelle,IBM Cognos,R,Analyses Big Data, ,"Informatique décisionnelle,IBM Cognos,R,Analyses Big Data, ",3,3368
GL,Tunisia,GoodWill,Multinational (MNC),2022-01-22 00:00:00,2022-04-17 00:00:00,85,"The skills are : .NET framework , MongoDB , NoSQL , Java Enterprise Edition",Java Enterprise Edition,.NET framework,NoSQL,MongoDB, ,"Java Enterprise Edition,.NET framework,NoSQL,MongoDB, ",3,3275
ERP-BI,Tunisia,Talan,Multinational (MNC),2022-08-19 00:00:00,2020-07-01 00:00:00,779,"The skills are : Power BI , R , Tableau Software",Power BI,Tableau Software,R, , ,"Power BI,Tableau Software,R, , ",2,3043
INFINI,Germany,CNP,Multinational (MNC),2022-10-21 00:00:00,2022-04-17 00:00:00,187,"you should be competent at : Cash Flow Management , Financial Management , finance ",finance ,Cash Flow Management,Financial Management, , ,"finance ,Cash Flow Management,Financial Management, , ","4,5",1122
ERP-BI,France,BLING,Private (non-MNC),2022-06-19 00:00:00,2019-08-01 00:00:00,1053,"we are looking for person with this skills  : R , Talend , Informatique décisionnelle , IBM Cognos",Informatique décisionnelle,IBM Cognos,R,Talend, ,"Informatique décisionnelle,IBM Cognos,R,Talend, ",5,764
TWIN,France,Relevance,Private (non-MNC),2022-07-21 00:00:00,2022-04-17 00:00:00,95,"The top skills in demand  : J2EE Web Services , mysql , Développement front-end , PHP",Développement front-end,PHP,mysql,J2EE Web Services, ,"Développement front-end,PHP,mysql,J2EE Web Services, ",2,2879
GL,Europe,ION,Private (non-MNC),2022-06-19 00:00:00,2021-08-01 00:00:00,322,"In my academic journey i ve learned : AJAX , .NET framework , UML , Qt , MongoDB",.NET framework,AJAX,UML,MongoDB,Qt,".NET framework,AJAX,UML,MongoDB,Qt",3,2252
SIM,Africa,Crossover for work,Private (non-MNC),2022-06-21 00:00:00,2021-07-01 00:00:00,355,"you should be competent at : flutter , stm32CubeMX , C ++ , Arduino",flutter,C ++,Arduino,stm32CubeMX, ,"flutter,C ++,Arduino,stm32CubeMX, ",3,2149
ERP-BI,Tunisia,Talan,Multinational (MNC),2022-11-21 00:00:00,2022-04-17 00:00:00,218,"you should be competent at : R , IBM Cognos , Informatique décisionnelle",Informatique décisionnelle,IBM Cognos,R, , ,"Informatique décisionnelle,IBM Cognos,R, , ",5,2428
GL,Germany,UiPath,Private (non-MNC),2022-03-21 00:00:00,2021-08-01 00:00:00,232,"we are looking for person with this skills  : AJAX , PL/SQL , MongoDB , .NET framework",.NET framework,AJAX,PL/SQL,MongoDB, ,".NET framework,AJAX,PL/SQL,MongoDB, ",5,3240
INFINI,Tunisia,Majesteye,Private (non-MNC),2022-03-21 00:00:00,2021-09-01 00:00:00,201,"The top skills in demand  : Financial Management , Communication , finance ",finance ,Financial Management,Communication, , ,"finance ,Financial Management,Communication, , ",3,1448
GL,Tunisia,Vermeg,Private (non-MNC),2022-07-21 00:00:00,2021-09-01 00:00:00,323,"we are looking for person with this skills  : PL/SQL , Maven , NoSQL , Qt , AJAX",AJAX,PL/SQL,Maven,NoSQL,Qt,"AJAX,PL/SQL,Maven,NoSQL,Qt",3,2409
GL,Asia,Besi Austria GmbH,Private (non-MNC),2022-11-21 00:00:00,2022-04-17 00:00:00,218,"you should be competent at : Framework Spring , jQuery , MongoDB , NoSQL , Java Enterprise Edition",Java Enterprise Edition,jQuery,NoSQL,MongoDB,Framework Spring,"Java Enterprise Edition,jQuery,NoSQL,MongoDB,Framework Spring",2,3030
GL,France,Decathlon France,Multinational (MNC),2022-09-19 00:00:00,2022-04-17 00:00:00,155,"we are looking for person with this skills  : jQuery , PL/SQL , NoSQL",jQuery,PL/SQL,NoSQL, , ,"jQuery,PL/SQL,NoSQL, , ",5,2544
ERP-BI,Canada,BMO Financial Group,Multinational (MNC),2022-03-21 00:00:00,2022-04-17 00:00:00,27,"we used to working with : Talend , Analyses Big Data , Informatique décisionnelle , Power BI",Informatique décisionnelle,Power BI,Analyses Big Data,Talend, ,"Informatique décisionnelle,Power BI,Analyses Big Data,Talend, ","4,5",2872
TWIN,Tunisia,Sofercom,Multinational (MNC),2022-10-21 00:00:00,2022-04-17 00:00:00,187,"The skills are : Node.js , J2EE Web Services , Développement front-end , mysql , HTML",Développement front-end,Node.js,HTML,mysql,J2EE Web Services,"Développement front-end,Node.js,HTML,mysql,J2EE Web Services","4,5",2263
ERP-BI,France,EY,Multinational (MNC),2022-01-22 00:00:00,2022-04-17 00:00:00,85,"In my academic journey i ve learned : Analyses Big Data , Power BI , Talend , R",Power BI,R,Analyses Big Data,Talend, ,"Power BI,R,Analyses Big Data,Talend, ",5,2136
GL,Tunisia,Technocite,Private (non-MNC),2022-06-21 00:00:00,2022-04-17 00:00:00,65,"In my academic journey i ve learned : UML , Maven , PL/SQL , Java Enterprise Edition , Framework Spring",Java Enterprise Edition,UML,PL/SQL,Maven,Framework Spring,"Java Enterprise Edition,UML,PL/SQL,Maven,Framework Spring","4,5",2379
GL,Tunisia,DataDo,Private (non-MNC),2022-05-21 00:00:00,2022-04-17 00:00:00,34,"The skills are : AJAX , Java Enterprise Edition , Framework Spring , Qt , jQuery",Java Enterprise Edition,AJAX,jQuery,Framework Spring,Qt,"Java Enterprise Edition,AJAX,jQuery,Framework Spring,Qt",3,1940
GL,Tunisia,Technocite,Private (non-MNC),2022-01-22 00:00:00,2022-04-17 00:00:00,85,"In my academic journey i ve learned : Java Enterprise Edition , Qt , NoSQL",Java Enterprise Edition,NoSQL,Qt, , ,"Java Enterprise Edition,NoSQL,Qt, , ",2,1558
Cloud Computing,Tunisia,Altid,Private (non-MNC),2022-10-20 00:00:00,2022-04-17 00:00:00,186,"we need : Automatisation des tests , Sécurité réseau , Sécurité dans le cloud , Virtualisation , Cloud Computing",Automatisation des tests,Sécurité dans le cloud,Cloud Computing,Virtualisation,Sécurité réseau,"Automatisation des tests,Sécurité dans le cloud,Cloud Computing,Virtualisation,Sécurité réseau",5,1341
Cloud Computing,Tunisia,Cellenza,Private (non-MNC),2022-02-22 00:00:00,2022-04-17 00:00:00,54,"The top skills in demand  : Sécurité dans le cloud , Cloud Computing , Développement de logiciel , Infrastructure",Infrastructure,Développement de logiciel,Sécurité dans le cloud,Cloud Computing, ,"Infrastructure,Développement de logiciel,Sécurité dans le cloud,Cloud Computing, ",5,1703
TWIN,France,GFT Group,Private (non-MNC),2022-03-21 00:00:00,2022-04-17 00:00:00,27,"The skills are : Développement front-end , mysql , J2EE Web Services , PHP",Développement front-end,PHP,mysql,J2EE Web Services, ,"Développement front-end,PHP,mysql,J2EE Web Services, ",1,3282
